Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),country,audience description,Total investment,corection factor
8/7/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,3.02,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
7/13/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.42,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",6.1,3567.454665
7/14/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.1,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",11.2,3459.208769
7/15/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.88,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",17.08,3338.477643
7/16/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,3.36,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",20.44,3271.389837
7/19/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.11,0.799427315,GB,"Lookalike (GB, 2%) - rainfactoryS71C",34.25,3009.516881
7/20/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.53,0.817409384,GB,"Lookalike (GB, 2%) - rainfactoryS71C",41.78,2875.670436
7/21/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.09,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",48.87,2755.09095
7/22/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.27,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",56.14,2636.698504
7/23/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.68,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",63.82,2517.150731
7/24/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,8.16,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",71.98,2396.064579
7/25/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.47,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",79.45,2290.331149
7/26/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.99,0.384428721,GB,"Lookalike (GB, 2%) - rainfactoryS71C",86.44,2195.621593
7/27/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.9,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",94.34,2093.288047
7/28/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.95,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",101.29,2007.211616
7/29/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.33,0.419166977,GB,"Lookalike (GB, 2%) - rainfactoryS71C",108.62,1920.261004
7/30/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.07,1.990999804,GB,"Lookalike (GB, 2%) - rainfactoryS71C",115.69,1839.965023
8/1/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.64,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",128.57,1702.214327
8/4/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.26,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,3.09,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",35-44,male,1.64,0,NZ,"Lookalike (NZ, 2%) - rainfactoryP22C",1.64,3664.889479
7/13/2018,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",35-44,male,3.62,0,NZ,"Lookalike (NZ, 2%) - rainfactoryP22C",5.26,3585.605523
7/13/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.1,3699.147315
7/14/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.14,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.24,3696.019777
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.15,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.6,3687.989672
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.63,3687.321285
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.64,3687.098516
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.65,3686.875761
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.7,3685.762186
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.79,3683.758598
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.15,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.94,3680.421705
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.13,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.07,3677.532177
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.1,3676.865685
7/25/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.11,3676.643547
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.04,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.15,3675.755133
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.06,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.21,3674.422914
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.26,3673.3131
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.07,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.33,3671.759923
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.16,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.55,3666.882786
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.21,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.76,3662.23338
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.28,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.04,3656.043342
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.26,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.3,3650.304817
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.32,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.21,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.05,3700.264934
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.23,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.64,3687.098516
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.06,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.84,3682.645964
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.06,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.9,3681.311248
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.95,3680.199353
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.02,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.05,3677.976572
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.33,3671.759923
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.08,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.41,3669.985669
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.12,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.72,3663.118527
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.33,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.05,3655.822462
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.36,3648.981822
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.67,3642.153982
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.49,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.25,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.09,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.09,3699.370812
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.27,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.36,3693.341134
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.18,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.71,3685.539511
7/16/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.26,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.97,3679.75469
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.38,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.35,3671.316279
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.45,3669.098863
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.55,3666.882786
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.24,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.79,3661.569661
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.18,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.23,3651.848918
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.17,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.4,3648.100092
7/24/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.31,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.71,3641.273901
7/25/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.19,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.9,3637.096422
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.19,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.09,3632.923735
7/27/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.2,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.29,3628.536605
7/28/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.28,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.57,3622.403522
7/30/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.33,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",4.17,3609.296085
8/1/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.34,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",4.82,3595.149878
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.21,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.03,3590.591426
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.27,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.3,3584.73905
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.27,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.53,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.33,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.07,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.05,3700.278947
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.38,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.43,3691.899726
7/14/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.43,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.86,3682.440857
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.17,3675.636709
7/16/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.32,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.49,3668.62626
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.29,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.27,3651.594255
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.35,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.62,3643.977412
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.93,3637.244334
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.18,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.11,3633.340516
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.42,3626.627093
7/24/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.31,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.73,3619.926074
7/25/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.36,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",4.09,3612.159782
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.26,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",4.35,3606.561158
7/27/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.48,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",4.83,3596.248024
7/28/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.58,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",5.41,3583.82566
7/30/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.6,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",6.69,3556.56242
7/31/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.62,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",7.31,3543.431446
8/1/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.5,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",7.81,3532.877272
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.45,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",8.26,3523.405396
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.37,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",8.63,3515.636436
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.35,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.45,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.82,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.24,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.01,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.01,3701.159272
7/13/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.22,3696.466406
7/14/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.32,3694.233799
7/15/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.42,3692.002541
7/16/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.11,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.53,3689.549714
7/19/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.13,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.86,3682.201005
7/20/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.12,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.98,3679.532378
7/21/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.29,48.44176782,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.27,3673.091177
7/22/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.28,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.55,3666.882786
7/23/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.12,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.67,3664.225261
7/26/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.1,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.18,3652.952247
7/27/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.19,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.37,3648.761369
7/28/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.3,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.67,3642.153982
7/29/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.14,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.81,3639.07463
7/30/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.35,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",3.16,3631.387636
